"mz","intensity"
55.0568350327308,0.18
57.0693054185432,0.19
67.0551078479662,0.22
69.0697585845097,0.39
71.0862587623095,0.19
77.0401853073531,0.17
79.0543954046159,0.29
81.0687404936884,0.87
83.0852636916861,0.26
85.0996590535738,0.15
91.0523405646423,0.28
93.0678314463065,0.46
95.0843318531785,1
97.0989238267698,0.17
105.068446162075,0.43
107.083615676448,0.72
109.1002141197,0.61
111.112917942362,0.17
117.067645656458,0.28
119.081764402042,0.39
121.098944864319,0.56
123.116074718421,0.28
131.084234707513,0.23
133.099697763362,0.42
135.11579443108,0.5
137.131535555378,0.25
145.096624297699,0.31
147.112935848417,0.5
149.130230602481,0.33
157.099852469024,0.2
159.11673165499,0.39
161.130085295669,0.46
163.145557200608,0.24
171.118136265763,0.17
173.129883345525,0.22
175.144952374961,0.32
185.130047631308,0.2
187.145005909329,0.33
189.15869200164,0.21
191.180085248881,0.2
199.148331599195,0.2
201.163928194286,0.22
203.174575255901,0.24
203.185930367301,0.21
205.19347594752,0.22
213.160351948518,0.22
215.175189576173,0.18
227.178496441541,0.17
241.193434011883,0.17
255.208247435244,0.23
259.238748713978,0.19
367.327070941105,0.22
367.336560511389,0.23
