"mz","intensity"
91.05,0.02
96.02,0.02
107.05,0.02
111.04,0.03
115.05,0.02
118.04,0.11
119.05,0.03
121.03,0.03
124.02,0.06
125.02,0.04
133.03,0.03
134.04,0.02
139.04,0.05
141.07,0.06
145.03,0.05
151.05,0.02
152.01,0.04
157.06,0.04
158.07,0.02
161.02,0.02
162.03,0.02
167.03,0.07
168.06,0.11
169.06,0.12
185.06,0.03
186.07,0.03
196.05,0.09
197.06,0.23
198.07,0.02
213.06,0.07
214.06,0.09
225.05,0.26
226.07,0.03
229.09,0.2
241.05,0.03
242.06,0.5
252.04,0.02
253.05,0.05
254.06,0.02
257.08,0.05
269.05,0.03
270.05,1
285.08,0.73
