"mz","intensity"
41.039,0.17
42.035,0.11
43.019,0.44
43.055,0.2
44.05,0.12
45.034,0.03
46.029,0.03
53.039,0.07
55.018,0.17
55.055,0.63
56.05,0.11
57.034,0.17
57.071,0.05
58.066,0.07
60.045,0.05
65.039,0.06
67.055,1
68.049,0.06
69.07,0.25
70.065,0.35
71.049,0.35
72.045,0.12
73.054,0.07
77.039,0.25
79.054,0.5
80.051,0.03
81.07,0.35
82.065,0.17
83.049,0.06
83.075,0.13
84.044,0.12
84.081,0.04
91.054,0.47
93.07,0.41
94.067,0.08
95.049,0.05
95.075,0.04
96.081,0.11
97.065,0.11
97.099,0.03
105.069,0.1
106.064,0.04
107.085,0.19
108.08,0.17
109.1,0.22
110.096,0.09
111.08,0.03
115.055,0.04
117.069,0.06
122.095,0.06
124.111,0.17
134.095,0.11
135.08,0.05
152.105,0.03
