"mz","intensity"
43.0311642276824,0.02
54.0353065109079,0.02
55.0187414869398,0.02
55.0310605166353,0.02
58.9622198577468,0.02
66.0339457396738,0.07
67.0290950951694,0.06
67.0314307212797,0.07
68.0248273040718,0.03
68.0375460031971,0.02
68.0493094816343,0.04
69.0090340432634,0.03
69.0454937147242,0.02
78.0095086184317,0.02
78.0212963344512,0.02
78.0349126872273,0.05
79.0300218716681,0.07
80.0375007995757,0.05
81.0453775401011,0.11
82.0285152022019,0.03
82.0516976604051,0.04
83.0603490385358,0.02
85.0504868308446,0.05
86.0353983745724,0.03
91.0292969329233,0.06
92.023973802489,0.06
92.0362704419404,0.03
93.0308653380771,0.06
93.0444692823756,0.32
94.0281049003091,0.13
94.0390040338402,0.13
95.0235923549921,0.03
95.0483445400905,0.07
95.0607303662495,0.06
96.0315723593014,0.04
96.0426311467271,0.02
96.0550730436561,0.03
97.0392281451034,0.02
103.028778681097,0.04
105.031412481775,0.06
105.043028066957,0.04
106.039981143603,0.39
107.026396377496,0.03
107.033016010171,0.05
107.04754716814,0.19
108.055355500724,0.17
109.038896799776,0.06
109.063475323497,0.11
110.033662355838,0.02
110.070640175454,0.02
118.039965679218,0.36
119.023773492555,0.15
119.035192840512,0.13
120.042174720999,0.1
120.054637152739,0.12
121.038958681897,0.11
121.050495244262,0.09
122.033473212295,0.23
122.070668168052,0.09
123.041972096327,0.15
124.05011534785,0.45
132.042805313794,0.18
133.049894216969,0.48
134.035095333449,0.17
134.058657778277,0.25
135.028485847295,0.06
135.043849900214,0.08
135.066797187638,0.08
136.05041886706,0.18
137.043618648342,0.03
138.065099446626,0.04
139.058217812883,0.02
143.032052878603,0.02
144.599802931372,0.02
145.049742271332,1
146.033183966818,0.07
147.030343616455,0.11
147.066183985384,0.44
148.037812670558,0.26
149.045251528463,0.4
150.026117602656,0.02
150.052791652852,0.07
151.037600808324,0.02
151.05997591288,0.03
152.05505781998,0.05
159.027396645133,0.02
160.038451382215,0.1
161.044830511627,0.65
162.03954862605,0.03
162.073972885937,0.03
163.025239704924,0.02
163.061134492495,0.27
164.055259263133,0.35
165.03787767291,0.02
165.064795337227,0.43
166.072175751888,0.05
171.02926103288,0.02
172.060169445323,0.03
173.046045764313,0.34
175.02431060403,0.1
175.06131147762,0.14
176.035066767126,0.04
176.055774168304,0.09
177.064172946595,0.74
178.071823514755,0.44
179.057485777953,0.02
179.078404836826,0.07
180.084939681506,0.02
188.056090154802,0.05
189.03998169918,0.23
190.073286757992,0.66
191.054839691271,0.02
191.078096526464,0.02
192.05230436137,0.4
193.058730186567,0.91
194.067065863385,0.33
201.038844071488,0.04
202.071088983969,0.06
204.049297949864,0.04
205.058019503991,0.02
206.067203331578,0.69
207.074629833799,0.06
218.066433429351,0.1
236.077051074249,0.07
