"mz","intensity"
41.0409588937415,0.06
43.0574071804133,0.05
55.0553709991841,0.14
57.0706452834223,0.1
67.0545439378344,0.18
69.070298299943,0.52
71.0871789535787,0.07
77.0383640721943,0.05
79.0548578142983,0.15
81.0705267954688,0.9
83.0847704500605,0.34
85.1021651538549,0.05
91.051645665599,0.1
93.0696259556446,0.29
95.0850903125875,1
97.1011878034194,0.19
105.070634076305,0.18
107.084410422115,0.45
109.100919270052,0.82
111.117057451587,0.11
119.084185814665,0.19
121.100138449073,0.49
123.115618558758,0.45
125.130439547796,0.05
131.084201347582,0.04
133.1009394371,0.21
135.116843044823,0.44
137.131552855706,0.31
145.099098585464,0.06
147.116116649202,0.25
149.131815433637,0.66
151.145534328508,0.07
159.114736627418,0.08
161.131801803084,0.21
163.14731314446,0.28
165.162470073872,0.05
173.129039848055,0.06
175.147815239815,0.21
177.164437094439,0.19
179.177246177339,0.05
187.145464595305,0.05
187.149569606197,0.06
189.16191709503,0.15
191.177390925894,0.13
201.162368402845,0.04
203.176181250309,0.12
205.185842122292,0.07
205.19422759277,0.08
215.171520315056,0.04
215.179898549083,0.05
217.191752681947,0.13
217.199120552434,0.11
219.208923706992,0.06
229.190722424687,0.05
231.209205356862,0.21
233.224518781077,0.09
233.231912192558,0.09
245.220697343571,0.06
245.22945126053,0.06
259.235073155026,0.06
259.245430866474,0.09
261.256172269293,0.05
271.243129563661,0.04
273.251909261315,0.05
285.262346854545,0.05
287.269472194425,0.05
287.279075542088,0.07
299.270737522306,0.05
301.286983796356,0.05
327.301745291224,0.05
329.312411719615,0.05
341.316339269944,0.05
411.388615588095,0.08
411.400115156448,0.09
