"mz","intensity"
41.041662787078,0.04
43.0210560632304,0.06
53.0398606783474,0.05
55.0197630726256,0.03
55.0553796400914,0.02
56.0520805779758,0.07
60.044603123139,0.04
61.0302185402156,0.02
68.0503164020527,0.05
69.0337162198986,0.11
70.0288359452126,0.02
70.065409603903,0.06
71.0501087928064,0.02
72.0452544129436,0.03
78.034283824889,0.02
80.0491527137915,0.06
81.0333516394692,0.12
82.0294307191846,0.03
82.0640760503138,0.03
83.0126053664291,0.04
83.0378323778835,0.02
83.0482930500381,0.02
84.0440095743174,1
85.0267984094625,0.02
96.0443005465784,0.58
97.0283546585233,0.12
98.0251763921498,0.02
98.0607135887581,0.15
99.0438251611706,0.03
100.037466476583,0.02
101.023258964048,0.02
108.044224782403,0.03
109.028012640397,0.1
110.058716833947,0.02
114.055094206376,0.03
126.054548255547,0.17
127.039962914957,0.02
138.053766287144,0.41
144.064518470069,0.11
