"mz","intensity"
43.02,0.02
43.06,0.04
55.05,0.05
57.07,0.11
65.04,0.02
69.04,0.03
69.07,0.16
71.09,0.08
77.04,0.02
79.05,0.06
80.06,0.02
81.07,0.08
81.1,0.02
83.08,0.08
85.1,0.03
91.05,0.03
95.05,0.03
95.08,0.04
97.1,0.07
107.05,0.03
108.06,0.11
109.07,0.11
109.11,0.03
110.07,0.05
111.12,0.03
121.06,0.1
123.04,0.03
124.05,0.04
131.09,0.02
135.08,0.03
136.05,0.37
136.08,0.09
137.06,1
138.07,0.41
149.06,0.06
149.1,0.07
150.06,0.19
151.07,0.05
159.08,0.04
162.07,0.02
163.07,0.09
163.1,0.03
164.08,0.03
177.09,0.41
178.1,0.04
191.1,0.05
192.12,0.03
402.35,0.02
402.37,0.04
