"mz","intensity"
39.0256591769237,0.08
41.0417786079959,0.2
43.020551772234,0.12
43.0568414700414,0.04
45.0350421896874,0.02
53.0406829567934,0.03
55.018943326841,0.03
55.0565326111567,0.96
57.035556953604,0.03
57.0719242226383,0.05
59.050580626249,0.05
65.0393417118924,0.03
67.0548917728869,0.3
69.035261771491,0.03
69.0704210591451,1
71.0492805076858,0.02
73.0647357489564,0.05
77.0386479516005,0.23
79.0546662678895,0.53
81.0705252672582,0.31
83.0489093520509,0.17
91.0542585224795,0.2
93.0696119309781,0.6
95.0850383174889,0.32
97.0649876554103,0.23
97.101175852992,0.13
105.070396546486,0.06
107.085670983757,0.03
119.085366941785,0.02
121.099914740857,0.09
131.085090717574,0.02
