"mz","intensity"
41.0407530025247,0.03
43.0205842570114,0.06
45.0365871616388,0.05
53.0394718334896,0.04
55.0200000045359,0.06
57.0350088026288,0.09
61.0296881625128,0.15
69.0339688814958,0.42
71.0124304749963,0.04
71.0492651923146,0.04
73.0283893072097,0.09
80.9741232097317,0.2
81.0338234630814,0.14
85.0286479058855,1
87.0448409461619,0.08
91.0394729140423,0.07
97.0290281123837,0.16
98.9840063428122,0.9
101.021776859977,0.05
109.02862689915,0.1
115.038141277816,0.04
127.037180789644,0.25
145.047828496283,0.09
