"mz","intensity"
37.0102117492127,0.03
38.0185973877471,0.02
39.0263090047954,0.16
41.0314768783996,0.02
41.0415770705856,0.21
42.0369220062552,0.04
43.0205076888458,0.13
44.0153792461809,0.07
44.0518846879927,0.08
45.0006311802183,0.02
45.0357362068635,0.17
51.0256740296054,0.03
53.0403507881122,0.27
54.0355581287108,0.04
55.019902040869,1
55.9350716796634,0.02
56.0511657818354,0.06
57.0365201336048,0.02
58.0307726194788,0.02
59.0377312626847,0.06
60.0456009887872,0.07
62.9303049403444,0.03
62.9840319097054,0.04
67.044228449093,0.02
67.9371951817699,0.03
68.0505801790671,0.4
69.0350406779933,0.1
72.044415773483,0.12
72.9377518955348,0.03
73.0293431907419,0.14
78.035194203878,0.05
84.044308532802,0.03
85.0513411940547,0.02
86.0605620260213,0.12
90.9035793931033,0.19
96.0435011418207,0.02
