"mz","intensity"
43.02,0.02
55.02,0.02
65.04,0.02
67.02,0.02
69,0.15
81.03,0.03
93.03,0.03
97.03,0.03
105.07,0.02
109.03,0.12
111.01,0.27
121.03,0.03
125.02,0.04
126.03,0.03
127.04,0.03
137.02,0.2
139.04,0.03
147.04,0.02
149.02,0.02
153.02,1
161.06,0.02
163.04,0.02
165.02,0.34
166.02,0.05
171.04,0.04
175.04,0.02
177.05,0.03
179.03,0.13
189.05,0.08
193.01,0.02
195.03,0.06
199.04,0.04
203.03,0.05
207.03,0.02
217.05,0.27
219.03,0.02
227.03,0.03
229.05,0.03
231.03,0.03
232.03,0.02
235.05,0.04
244.04,0.02
245.04,0.38
255.03,0.04
263.05,0.03
272.03,0.02
273.04,0.34
290.04,0.08
301.03,0.05
319.04,0.71
