"mz","intensity"
45.03,0.18
55.02,0.1
55.05,0.04
56.05,0.04
57.03,0.07
67.05,0.14
68.05,0.19
69.03,0.05
73.03,0.09
76.04,0.42
79.05,0.12
80.05,0.05
81.03,0.1
82.06,0.08
84.04,0.23
85.03,0.09
94.03,0.06
94.06,0.07
95.02,0.03
95.05,0.19
96.04,0.12
97.03,0.1
98.06,0.09
103.04,0.12
106.07,0.03
107.05,0.05
108.04,0.08
109.03,0.12
110.06,0.16
112.04,0.17
114.05,0.04
120.05,0.1
121.03,1
122.03,0.03
122.06,0.13
123.04,0.26
124.04,0.11
124.07,0.05
125.02,0.18
126.05,0.06
128.04,0.05
130.05,0.13
132.04,0.08
133.03,0.05
134.06,0.04
135.04,0.04
136.04,0.04
137.02,0.05
138.05,0.12
139.04,0.11
142.05,0.07
150.06,0.11
151.04,0.35
152.03,0.18
152.07,0.05
154.05,0.14
155.03,0.04
166.04,0.06
167.03,0.12
168.07,0.06
172.06,0.06
178.05,0.05
179.03,0.1
196.06,0.04
197.04,0.25
198.04,0.05
