"mz","intensity"
55.056,0.06
57.034,0.04
57.069,0.06
67.054,0.23
77.039,0.04
79.054,0.36
81.071,0.15
83.05,0.33
91.056,0.21
91.083,0.04
93.069,0.29
95.046,0.06
95.084,0.21
97.064,0.07
105.07,0.29
107.048,0.29
107.085,0.32
109.064,1
117.069,0.23
119.084,0.2
121.101,0.08
123.08,0.17
123.115,0.12
125.101,0.08
128.063,0.12
129.064,0.14
131.086,0.26
133.067,0.05
133.1,0.13
135.079,0.23
135.114,0.1
141.071,0.07
143.085,0.22
145.101,0.34
147.079,0.11
147.113,0.14
149.092,0.13
149.123,0.07
155.083,0.08
156.091,0.04
157.1,0.19
159.081,0.07
159.114,0.15
161.093,0.08
163.111,0.09
165.07,0.05
167.086,0.07
169.099,0.05
171.112,0.12
173.129,0.12
175.15,0.07
179.085,0.05
183.12,0.06
185.1,0.04
185.13,0.13
187.147,0.09
193.091,0.06
197.123,0.06
199.15,0.06
227.175,0.09
245.188,0.17
