"mz","intensity"
41.04,0.03
43.055,0.07
44.05,0.33
55.018,0.02
55.055,0.16
57.071,0.07
60.045,0.02
62.061,1
67.055,0.36
69.07,0.14
70.029,0.08
71.085,0.02
77.039,0.05
79.054,0.24
81.07,0.24
83.048,0.02
83.086,0.05
88.04,0.02
91.054,0.28
93.07,0.3
95.086,0.18
97.064,0.02
97.101,0.02
98.06,0.02
105.07,0.25
107.085,0.15
109.1,0.07
117.069,0.06
119.084,0.21
121.1,0.11
123.116,0.02
128.066,0.02
129.07,0.05
130.084,0.04
131.085,0.1
133.1,0.13
135.079,0.03
135.115,0.06
143.084,0.05
145.1,0.06
147.115,0.07
149.094,0.03
157.099,0.05
159.115,0.04
161.129,0.04
171.118,0.05
173.132,0.02
175.147,0.04
185.129,0.03
189.164,0.02
203.18,0.02
245.221,0.02
