"mz","intensity"
39.03,0.04
45.03,0.04
57.03,0.04
69.04,0.02
71.05,0.02
73.03,0.05
79.06,0.02
81.07,0.14
85.03,0.19
93.07,0.05
95.01,0.39
97.03,0.03
99.01,0.03
101.02,0.03
103.04,0.06
105.07,0.04
107.05,0.11
107.08,0.08
109.1,0.03
113.02,0.06
121.06,0.03
121.1,0.02
123.01,0.14
131.05,0.04
133.06,0.59
141.02,1
145.06,0.07
145.1,0.03
147.08,0.04
157.06,0.43
159.03,0.09
159.08,0.34
171.08,0.05
173.1,0.05
183.08,0.08
185.1,0.04
197.1,0.18
201.13,0.06
211.11,0.07
213.13,0.1
225.13,0.02
227.14,0.42
251.14,0.02
253.16,0.67
271.17,0.15
