"mz","intensity"
45.0370603092674,0.04
59.0494795872228,0.04
73.046759575026,0.07
74.0481829030841,0.04
87.0432397624916,0.04
89.0596921460719,0.05
103.073946304314,0.06
110.07112963725,0.03
111.072296765917,0.03
120.044913142021,0.41
121.046998062024,0.14
122.047990068889,0.05
133.084257235841,0.04
134.059576871096,0.04
136.04866627697,0.06
137.052559916075,0.04
147.064533960675,0.04
148.065844473208,0.04
150.073360048795,0.04
151.075801284462,0.03
152.056044029503,0.03
161.043473143459,0.08
162.049242152041,0.05
163.049461784339,0.03
165.060472058493,0.04
165.067470079078,0.04
166.072959333981,0.16
167.074323702585,0.05
178.071727593332,1
179.074710834138,0.64
180.050823763449,0.03
180.078041330899,0.32
257.097980149242,0.05
271.126024392953,0.05
271.135279171691,0.07
282.097490996843,0.04
297.102258434191,0.04
298.10024006966,0.04
298.117533855813,0.05
299.123847249164,0.56
325.988059594885,0.03
342.009415970956,0.04
342.031263659564,0.04
