"mz","intensity"
55.0549391705381,0.02
67.054321633931,0.03
76.0399893574857,0.37
77.0383497921415,0.02
79.0545281185294,0.04
81.0702091761448,0.08
83.0484572475867,0.02
83.0854686356654,0.03
85.0643223260632,0.07
91.0545681405338,0.04
93.0697930666041,0.07
95.0863863134878,0.1
97.1010257997038,0.02
99.078768420911,0.02
105.069870441099,0.1
107.085003047841,0.13
109.100132293917,0.08
111.080207845412,0.02
112.075270442761,0.03
114.053872959727,0.02
117.068761097053,0.03
119.08435231304,0.12
121.100099036155,0.09
123.079075763952,0.04
123.116354268098,0.04
125.095160807453,0.03
129.070420187271,0.02
131.084789222722,0.08
133.100994349794,0.1
135.079246780122,0.02
135.115551309001,0.08
137.095252814503,0.03
138.091392541289,0.02
143.085419115372,0.07
145.100198389682,0.12
147.11547398002,0.13
149.096565737195,0.04
149.132319043507,0.03
151.111565140245,0.02
152.106789027576,0.02
155.085659288357,0.04
156.065658806771,0.03
157.101665276863,0.14
158.08101418977,0.33
159.116693197457,0.2
161.096000155055,0.02
161.132335257489,0.1
163.110855691986,0.03
163.147200840011,0.02
169.100767982064,0.07
171.117537949101,0.11
172.096609274396,0.02
173.095931348801,0.02
173.132469026797,0.08
175.111469692307,0.05
175.147430409539,0.05
177.127616676246,0.03
181.099334404801,0.03
181.105315386273,0.03
183.115820310684,0.1
184.097379536747,0.03
185.094647470699,0.04
185.13277540786,0.15
187.113052732799,0.05
187.14984834829,0.07
189.129019994605,0.05
189.16213053423,0.03
189.167568475435,0.03
191.143991084326,0.02
195.115552291807,0.04
197.132397089663,0.08
198.111008933235,0.06
199.109998519165,0.02
199.148265038237,0.29
201.125664222595,0.02
201.163857084392,0.08
203.142677038188,0.03
209.133219821223,0.55
210.113699000116,0.03
211.147801909628,0.19
212.126191923771,0.03
213.13026168573,0.03
213.163491232458,0.37
215.142773772031,0.03
215.177948372181,0.06
217.158641350802,0.02
223.148477489783,0.11
224.126401748464,0.04
224.131479242577,0.03
225.163215794307,0.16
227.143919004118,0.41
227.178345772638,0.19
229.155966501362,0.1
231.175693354383,0.03
235.145971004227,0.03
237.163675846793,0.1
238.144435586001,0.02
239.179921887245,0.08
241.154529797632,0.04
241.163521711972,0.09
241.195533819667,0.13
243.174881629775,0.1
245.190778777214,0.02
249.164486358296,0.04
250.142358742517,0.02
250.147821475881,0.02
251.179160843207,0.04
252.156494614591,0.02
253.162305690972,0.02
253.194709285476,0.04
254.202674713462,0.02
255.17425774062,0.08
255.211513244762,0.02
257.190093301989,0.02
257.196716940499,0.02
263.179989472866,0.06
264.164636158888,0.02
265.191485728926,0.03
267.169606848553,0.02
267.177396815466,0.02
267.214350733594,0.02
269.185052892802,0.02
269.197815962196,0.02
277.195392568803,0.06
278.173625200319,0.02
279.212257660126,0.03
281.192946265765,0.05
281.224064816089,0.02
283.203379792203,0.02
283.211031829374,0.02
291.2128865536,0.02
293.226894045475,0.09
295.205780494612,0.08
295.241822632357,0.13
302.178066584205,0.02
304.19209894417,0.03
304.198800048622,0.04
309.222839987731,0.03
309.25625451876,0.08
309.260101157541,0.07
316.186613797404,0.02
318.203095426975,0.04
318.210852363375,0.03
319.243358138511,0.74
337.253429226759,1
355.263310814408,0.04
358.231386844924,0.02
358.239095842517,0.02
370.240829169524,0.02
394.275227538763,0.03
412.284723733065,0.69
430.286411330776,0.03
430.297166794095,0.03
