"mz","intensity"
42.0375997793389,0.49
53.0151532146244,0.02
54.0355655174649,0.02
56.0512378389388,0.09
57.0462812252771,0.02
65.040455965825,0.02
67.030451323901,0.03
67.0560671191524,0.02
68.0378516287857,0.05
69.0459745290558,0.32
70.0303573247778,0.02
77.0389165678582,0.18
81.0445477684732,0.09
82.0522285620177,0.05
83.0609155913298,0.48
88.934012244014,0.03
93.0336232732546,0.04
95.0502018871551,0.17
97.0397250466602,0.03
104.960484009934,0.11
108.056185080898,0.04
109.040353978108,0.13
110.072299838679,0.67
111.055656305293,0.05
116.966268746946,0.08
120.954249204806,0.06
121.029859281482,0.12
123.043666668754,0.38
138.066603237108,1
195.089650309515,0.06
