"mz","intensity"
43.02,0.02
57.07,0.02
67.05,0.03
69.07,0.03
80.02,0.05
81.07,0.03
100.11,0.06
107.04,0.02
109.1,0.02
123.12,0.02
125.06,0.03
135.08,0.02
136.05,0.06
136.07,0.02
144.05,0.02
145.01,0.03
145.1,0.02
149.1,0.02
150.06,0.02
150.1,0.07
153.09,0.03
163.12,0.07
165.12,0.02
177.05,0.03
179,0.02
179.1,0.06
183.07,0.02
183.09,0.02
189.04,0.03
189.06,0.02
189.1,0.02
191.11,0.06
193.05,0.02
193.11,0.02
200.12,0.02
203.11,0.14
203.15,0.03
205.11,0.03
208.15,0.02
211.05,0.02
219.08,0.02
221.11,0.04
233.18,0.02
237.08,0.02
250.61,0.02
251.1,0.02
255.09,0.02
255.62,0.02
262.08,0.02
263.12,0.03
264.17,0.02
271.06,0.03
283.12,0.02
290.15,0.06
290.18,0.02
291.11,0.02
299.01,0.02
301.18,0.02
303.12,0.02
309.16,0.02
327.16,0.02
345.17,1
357.22,0.02
371.22,0.02
375.19,0.02
466.32,0.02
507.31,0.02
