"mz","intensity"
55.05,0.03
67.05,0.04
79.05,0.05
81.07,0.12
83.08,0.05
85.06,0.06
91.05,0.03
93.07,0.09
95.08,0.11
105.07,0.07
107.08,0.13
108.01,0.04
109.1,0.08
119.08,0.12
121.1,0.14
123.11,0.04
125.09,0.04
126.02,1
131.08,0.03
133.1,0.16
135.11,0.17
137.09,0.03
143.08,0.02
145.1,0.06
147.11,0.19
148.12,0.04
149.13,0.19
151.11,0.02
159.11,0.11
161.13,0.19
163.12,0.02
163.14,0.09
171.11,0.02
173.13,0.05
175.14,0.2
177.13,0.12
185.13,0.04
187.14,0.05
189.13,0.02
189.16,0.11
191.14,0.04
199.15,0.04
201.16,0.31
203.14,0.03
203.16,0.02
203.18,0.02
208.06,0.22
211.14,0.08
213.16,0.06
215.18,0.25
217.15,0.02
217.19,0.02
222.08,0.02
225.16,0.04
227.17,0.03
229.16,0.04
229.18,0.04
231.17,0.04
234.07,0.02
239.18,0.04
241.19,0.03
243.19,0.02
243.21,0.05
248.09,0.02
255.21,0.02
257.19,0.05
262.11,0.04
276.12,0.02
288.13,0.07
297.25,0.02
302.13,0.03
314.14,0.03
316.15,0.03
321.26,0.2
339.27,0.22
354.15,0.02
354.18,0.02
368.18,0.02
464.29,0.19
