"mz","intensity"
30.040341877525,0.03
37.0108168707077,0.08
38.0191667354884,0.07
39.0259222571662,0.45
40.9208942358103,0.03
41.0410997542141,1
42.0356885603262,0.04
43.0199287803783,0.03
43.056915861049,0.35
44.0520639069046,0.18
45.0357259429491,0.04
55.0190062047222,0.06
55.0561001201616,0.12
55.9351630085938,0.03
62.9293980138179,0.11
62.98307594127,0.04
67.0545543137968,0.04
67.9352992228135,0.04
69.07105416733,0.5
72.936310033052,0.1
73.0289214244124,0.05
85.8342913373572,0.03
86.0959400786601,0.7
90.9032297402739,0.11
