"mz","intensity"
39.0260095658632,0.19
41.0413274424803,0.55
43.0221679226293,0.13
43.0572135252253,0.85
45.0350307984026,0.09
55.0191331020828,0.08
55.0552352805814,0.53
57.0355872189017,0.13
57.071457934823,1
59.0503579646826,0.09
67.0546461496538,0.27
69.0703086751555,0.5
71.0484062567244,0.12
71.0868555776658,0.23
73.0647629521102,0.09
75.0441917041891,0.16
77.0381118617323,0.08
79.0526515188569,0.18
81.0701437828645,0.23
83.0484756211379,0.11
83.0855593815078,0.22
85.0999790575022,0.09
89.0593561743796,0.29
91.0515735801064,0.13
93.069324346017,0.18
95.0846954075137,0.24
97.0633256256568,0.1
97.0995506243471,0.11
103.074434155089,0.14
105.067451703551,0.11
107.084073647897,0.12
109.097645033659,0.1
119.086702897388,0.1
121.101969659642,0.09
131.08445440377,0.09
133.097299695717,0.08
145.099191041939,0.08
