"mz","intensity"
108.043884089892,0.06
136.060751634208,0.25
150.054048178608,0.23
176.995845192368,0.02
178.086116764475,0.06
204.064212952269,0.06
221.091059041429,0.02
222.073797039853,0.05
258.050619718322,0.03
276.062155603681,0.15
302.043379076263,1
312.049190417355,0.04
319.068794956932,0.02
320.051976854776,0.14
330.057444378524,0.03
400.019385294865,0.07
410.026866631139,0.1
428.038972771747,0.19
437.087539198331,0.03
437.099733508979,0.03
477.968591356315,0.03
489.98480304728,0.02
489.997767632732,0.02
496.034561429209,0.02
496.042688307566,0.02
508.000417369842,0.02
508.011057671804,0.03
576.000772007715,0.04
576.007868236489,0.03
577.084156219707,0.09
586.006692806134,0.02
586.017672014543,0.02
594.018401469421,0.23
604.020560211585,0.02
604.032724595395,0.02
631.092936808149,0.02
711.056108548019,0.13
711.065785712647,0.14
729.072767696341,0.9
