"mz","intensity"
41.04,0.03
43.02,0.05
43.05,0.02
55.02,0.1
55.05,0.07
67.05,0.05
69.03,0.05
69.07,0.06
71.05,0.03
77.04,0.04
79.05,0.08
81.07,0.12
83.05,0.1
91.05,0.14
93.07,0.17
95.08,0.08
97.06,0.21
105.07,0.19
107.07,0.2
109.06,0.48
111.08,0.02
115.05,0.02
117.07,0.08
119.08,0.14
121.06,1
123.08,0.09
128.06,0.02
129.07,0.05
131.08,0.18
133.09,0.1
135.08,0.27
137.09,0.04
141.07,0.03
142.07,0.02
143.08,0.11
145.1,0.15
147.08,0.19
148.08,0.02
149.09,0.06
155.08,0.07
156.09,0.02
157.1,0.11
159.09,0.11
161.09,0.22
163.11,0.17
165.08,0.02
167.08,0.02
168.09,0.02
169.1,0.07
171.11,0.07
173.1,0.08
174.1,0.03
175.11,0.13
179.08,0.02
181.1,0.08
182.1,0.02
183.11,0.08
185.1,0.06
187.11,0.06
189.12,0.13
195.11,0.06
197.13,0.12
199.11,0.14
201.12,0.09
203.14,0.05
207.11,0.03
209.12,0.02
211.14,0.02
213.13,0.04
215.14,0.05
221.13,0.02
223.14,0.03
225.12,0.13
237.16,0.04
239.14,0.07
241.15,0.04
242.13,0.18
243.13,0.06
255.17,0.03
257.15,0.65
258.16,0.03
265.15,0.09
283.17,0.07
301.18,0.06
