"mz","intensity"
39.0271676929042,0.12
41.0411376763652,0.18
43.021297466005,0.27
45.0366269738936,0.18
53.0406190135537,0.14
55.0187473251816,0.14
55.0556084839303,0.27
56.9437720340275,0.09
57.0353886566637,0.33
61.0291095435919,0.21
65.0392608398645,0.1
67.9340405657167,0.09
69.0339007586413,1
71.0489812011424,0.09
73.0270386953735,0.13
77.0406690133035,0.1
81.0336766733393,0.16
83.048722782963,0.22
85.0273359074902,0.26
87.0436823132623,0.09
96.937152916006,0.09
97.9688571826705,0.1
99.0442268897414,0.1
111.04549151174,0.1
