"mz","intensity"
41.910898298532,0.03
42.0258941264537,0.07
42.0370223898415,1
43.020311678092,0.08
43.0315502676762,0.06
44.0151018742753,0.06
53.0152207363395,0.03
54.0229347353343,0.08
55.0302828384486,0.03
56.9434315808581,0.05
57.0461253566327,0.04
67.0290529068788,0.13
68.0247845198674,0.23
69.0091942382357,0.39
69.0327549385024,0.11
69.0454421773214,0.69
69.9924906514196,0.14
70.017267396962,0.39
71.0240474285417,0.33
77.0382839681225,0.04
82.0400372961268,0.03
83.0240913242259,0.03
84.0545009433006,0.08
85.0401032091746,0.07
94.0395650590877,0.04
96.0191997305776,0.03
96.9371185562458,0.03
97.0273568234043,0.51
97.9690072887933,0.05
98.984050419102,0.03
110.033987871328,0.1
112.049940441654,0.27
113.03376691329,0.05
125.020005051711,0.1
137.043826291735,0.06
138.028057837623,0.18
138.912145796574,0.03
140.044192945814,0.54
155.055910081056,0.03
165.040841931758,0.08
166.024453114844,0.18
168.026326328901,0.25
183.048171006067,0.06
183.055430514603,0.07
