"mz","intensity"
37.0115376648785,0.03
38.0186945879323,0.03
39.0265857588681,0.21
41.0419447438215,0.05
43.0211941456202,0.13
44.9990017835429,0.06
45.0369195721051,0.06
53.0043476503175,0.02
55.019847534397,0.17
57.0346909272055,0.19
59.0140316738207,0.03
61.0289352685633,0.02
67.0187958139294,0.19
68.9982713746044,0.02
69.0342587870586,0.04
71.0133925020458,0.04
73.0284284970443,0.05
83.0125131005218,0.13
84.9909392281052,0.04
85.0285900856348,0.28
87.0073024847446,0.03
94.7207734692793,0.02
95.0132023658004,1
97.0286683381811,0.08
103.003057963293,0.02
111.006612108094,0.24
113.022163689525,0.03
129.017880804265,0.06
