"mz","intensity"
41.0414542389369,0.03
43.0573962310125,0.02
55.0554353757672,0.07
57.0712811202014,0.03
65.0391749034787,0.02
67.0545864614037,0.21
69.0702410429869,0.23
77.0383888035507,0.07
79.0536715116564,0.26
81.0705156898458,0.5
83.0848322957393,0.1
91.054179175157,0.33
93.0696369312154,0.48
95.0850683368802,0.53
97.0650592114548,0.02
97.0997694202854,0.07
103.054579764647,0.02
104.746197114257,0.02
105.069240221162,0.72
106.75716491954,0.02
107.08573723155,0.96
109.065716262942,0.02
109.100961258365,0.51
111.078343745473,0.02
111.117021266341,0.04
115.053257222402,0.02
117.069911805702,0.25
118.077930754695,0.02
119.084343994597,0.34
121.064406382041,0.02
121.100050918006,0.45
123.115761280185,0.16
125.097330351658,0.02
128.060442618402,0.02
129.067378397554,0.05
130.076442370604,0.02
131.08556117348,0.43
133.100937696318,0.66
135.115224642128,0.34
137.094849846179,0.03
137.129748160693,0.05
142.076537446649,0.02
143.085324494502,0.07
144.092882357059,0.05
145.100744026248,0.32
147.081187090009,0.02
147.116145336574,0.39
149.131758046981,0.19
151.110882676924,0.06
157.101131427672,0.1
158.623749904943,0.02
159.116382718246,1
160.12684641611,0.02
161.131689722415,0.28
163.14728894478,0.1
169.100021205129,0.02
171.116381036168,0.09
172.119686596746,0.02
173.13172764341,0.23
175.149391828308,0.15
177.12484446943,0.05
177.1643961449,0.04
183.115010989891,0.02
185.130633669989,0.09
187.147367378219,0.13
189.16199253436,0.09
191.179094775932,0.04
197.132858664456,0.03
199.148289139015,0.11
201.164023277884,0.12
203.179738667539,0.05
211.146977505862,0.03
213.162660683756,0.09
215.179647328557,0.06
217.193664670039,0.03
225.161283888916,0.02
227.180838680242,0.05
229.194871500666,0.02
231.20885201749,0.02
239.177670450318,0.04
241.194544305043,0.04
243.211728075123,0.02
243.214357338835,0.02
245.229256696606,0.03
253.192673829506,0.04
255.210083886783,0.06
257.22875056664,0.05
267.20638416836,0.02
269.225480117365,0.02
281.223365041598,0.02
283.240088041511,0.03
309.252919281202,0.02
309.261339224154,0.04
365.314694551857,0.04
365.324195347814,0.04
383.326813054107,0.02
