"mz","intensity"
55.021,0.03
69,0.05
77.042,0.03
79.057,0.03
81.036,0.02
84.963,0.07
89.041,0.02
90.049,0.05
103.057,0.03
105.037,0.03
105.073,0.04
107.053,0.22
108.024,0.08
108.055,0.04
115.059,0.02
118.045,0.48
119.048,0.06
121.032,0.02
123.047,0.02
128.065,0.03
129.073,0.02
131.054,0.02
133.032,0.04
133.068,0.12
136.019,0.28
137.027,0.24
138.029,0.03
141.076,0.04
142.081,0.02
152.066,0.08
153.073,0.06
155.091,0.02
156.062,0.1
157.069,0.05
158.077,0.05
163.044,0.06
165.074,0.04
167.039,0.02
169.071,0.08
170.077,0.17
171.084,0.03
180.063,0.03
181.07,0.21
182.078,0.14
183.08,0.03
184.056,0.06
185.1,0.03
188.978,0.02
195.084,0.05
196.056,0.05
196.092,0.03
197.066,0.59
198.072,0.32
199.077,0.05
200.054,0.04
209.063,0.05
210.073,0.03
211.082,0.03
213.097,0.6
214.1,0.1
225.061,0.27
226.069,0.79
227.072,0.14
237.062,0.69
238.065,0.15
239.076,0.02
241.091,0.02
253.057,0.76
254.064,0.67
255.066,0.12
269.088,1
270.091,0.19
271.092,0.02
