"mz","intensity"
43.055,0.53
55.055,0.37
57.072,0.15
67.054,0.19
69.07,0.16
71.086,1
79.055,0.22
81.07,0.28
83.085,0.15
91.054,0.44
93.07,0.52
95.049,0.09
95.086,0.22
97.065,0.09
99.08,0.64
105.069,1
107.049,0.15
107.085,0.25
109.064,0.1
109.101,0.11
117.069,0.28
119.085,0.44
121.064,0.29
121.1,0.12
123.08,0.17
129.069,0.17
131.085,0.33
133.063,0.27
133.1,0.22
135.079,0.23
135.116,0.13
137.094,0.11
141.069,0.08
143.084,0.22
145.099,0.24
147.079,0.44
147.115,0.17
149.095,0.12
149.132,0.11
157.099,0.21
159.115,0.97
161.095,0.18
161.132,0.44
169.099,0.4
171.116,0.16
175.112,0.08
175.147,0.21
177.125,0.2
181.099,0.07
185.131,0.21
187.111,0.37
187.151,0.09
189.126,0.09
191.141,0.12
203.142,0.28
205.157,0.1
209.152,0.1
217.158,0.1
235.167,0.07
255.206,0.07
273.219,0.12
283.203,0.09
291.23,0.09
301.216,0.08
