"mz","intensity"
65.04,0.05
67.018,0.05
68.997,0.11
69.033,0.03
77.041,0.02
89.039,0.02
91.054,0.37
95.013,0.02
103.054,0.02
107.048,0.04
109.029,0.02
111.007,0.05
115.053,0.04
117.069,0.02
119.048,0.16
121.027,0.08
127.053,0.02
128.063,0.02
129.069,0.02
131.047,0.07
131.084,0.04
133.064,0.02
135.043,0.04
137.021,0.04
141.068,0.13
144.055,0.02
145.026,0.15
145.062,0.06
147.042,0.05
147.078,0.03
149.022,0.22
150.029,0.02
153.016,0.78
155.048,0.02
157.064,0.03
159.042,0.13
159.078,0.05
165.017,0.1
169.063,0.2
173.057,0.05
175.073,0.04
183.043,0.04
185.058,0.02
187.037,0.04
187.073,0.09
197.058,0.21
200.045,0.03
201.051,0.05
213.052,0.03
215.068,0.59
225.053,0.07
226.061,0.02
228.039,0.02
229.047,0.02
242.055,0.03
243.062,0.4
253.047,0.23
271.057,1
